title,authors,pubdate,tags,#grrating,#grvotes,#wordcount,#pagecount,size,publisher
"The Phoenix and the Carpet","E. Nesbit","2021-03-07T12:17:11-05:00","Fantasy Fiction","","","62540","220","482726","Standard Ebooks"
"The Railway Children","E. Nesbit","2018-05-13T18:58:59-04:00","","","","60410","220","679886","Standard Ebooks"
"The Story of the Amulet","E. Nesbit","2021-04-01T19:31:22-04:00","Fantasy literature","","","69798","252","706244","Standard Ebooks"
"The Story of the Treasure Seekers: Being the Adventures of the Bastable Children in Search of a Fortune","E. Nesbit","2023-01-25T01:12:21-05:00","","","","53555","170","523967","Standard Ebooks"
"Wet Magic","E. Nesbit","2022-01-04T23:11:13-05:00","Fantasy Fiction","","","50094","174","568702","Standard Ebooks"
"Legends of Vancouver","E. Pauline Johnson","2018-03-26T13:23:22-04:00","","","","29347","90","769161","Standard Ebooks"
"The Great Impersonation","E. Phillips Oppenheim","2018-04-21T13:44:29-04:00","Spy stories","","","76309","273","513315","Standard Ebooks"
"Styrbiorn the Strong","E. R. Eddison","2026-02-18T11:45:52-05:00","","","","52088","155","361318","Standard Ebooks"
"The Worm Ouroboros: A Romance","E. R. Eddison","2022-02-07T21:27:25-05:00","Fantasy Fiction","","","170217","502","824822","Standard Ebooks"
"A Thief in the Night","E. W. Hornung","2021-11-15T16:57:17-05:00","","","","64480","197","463078","Standard Ebooks"
"Master Flea","E. T. A. Hoffmann","2017-07-24T16:46:32-04:00","","","","47089","139","660157","Standard Ebooks"
"The Amateur Cracksman","E. W. Hornung","2021-10-26T17:06:34-04:00","Detective and mystery stories, English","","","52912","173","461819","Standard Ebooks"
"The Black Mask","E. W. Hornung","2021-11-03T13:12:24-04:00","Mystery Fiction","","","55734","175","417020","Standard Ebooks"
"Behind That Curtain","Earl Derr Biggers","2024-01-26T13:23:53-05:00","","","","76886","295","642544","Standard Ebooks"
"The House Without a Key","Earl Derr Biggers","2023-05-10T16:44:43-04:00","","","","83863","309","617685","Standard Ebooks"
"The Chinese Parrot","Earl Derr Biggers","2023-05-17T12:37:22-04:00","","","","81111","303","779945","Standard Ebooks"
"The Narrative of Arthur Gordon Pym of Nantucket","Edgar Allan Poe","2014-05-24T20:00:00-04:00","","","","72066","197","762071","Standard Ebooks"
"Spoon River Anthology","Edgar Lee Masters","2022-08-20T14:26:49-04:00","","","","39015","126","540272","Standard Ebooks"
"At the Earth’s Core","Edgar Rice Burroughs","2020-06-13T16:18:47-04:00","Science Fiction, Fantasy Fiction, Adventure stories","","","50450","150","814215","Standard Ebooks"
"A Princess of Mars","Edgar Rice Burroughs","2014-05-24T20:00:00-04:00","","","","67880","206","617761","Standard Ebooks"
"Beyond Thirty","Edgar Rice Burroughs","2024-10-09T18:03:09-04:00","Science Fiction, Fantasy Fiction","","","38652","124","601227","Standard Ebooks"
"Jungle Tales of Tarzan","Edgar Rice Burroughs","2025-01-07T15:42:53-05:00","Fantasy Fiction, Adventure stories","","","75060","225","634176","Standard Ebooks"
"Pellucidar","Edgar Rice Burroughs","2020-06-30T22:15:18-04:00","Science Fiction, Adventure stories","","","58229","183","756808","Standard Ebooks"
"Tarzan and the Ant Men","Edgar Rice Burroughs","2025-01-13T11:10:58-05:00","Fantasy Fiction, Adventure stories","","","78741","250","628915","Standard Ebooks"
"Tarzan and the Golden Lion","Edgar Rice Burroughs","2024-08-12T15:53:58-04:00","Fantasy Fiction, Adventure stories","","","81139","252","570793","Standard Ebooks"
"Tarzan and the Jewels of Opar","Edgar Rice Burroughs","2023-05-06T12:15:07-04:00","Fantasy Fiction, Adventure stories","","","66760","208","609585","Standard Ebooks"
"Tarzan, Lord of the Jungle","Edgar Rice Burroughs","2024-10-21T15:19:15-04:00","Fantasy Fiction, Adventure stories","","","70642","241","495217","Standard Ebooks"
"Tarzan of the Apes","Edgar Rice Burroughs","2021-12-23T14:26:17-05:00","Fantasy Fiction, Adventure stories","","","86689","307","749139","Standard Ebooks"
"Tarzan the Terrible","Edgar Rice Burroughs","2023-09-04T23:02:58-04:00","Fantasy Fiction, Adventure stories","","","94513","293","906069","Standard Ebooks"
"Tarzan the Untamed","Edgar Rice Burroughs","2023-08-16T13:30:20-04:00","Fantasy Fiction, Adventure stories","","","109646","330","766249","Standard Ebooks"
"The Beasts of Tarzan","Edgar Rice Burroughs","2022-02-28T14:55:17-05:00","Fantasy Fiction, Adventure stories","","","64332","210","645149","Standard Ebooks"
"The Chessmen of Mars","Edgar Rice Burroughs","2021-03-23T18:39:07-04:00","Science Fiction","","","89117","270","596153","Standard Ebooks"
"The Gods of Mars","Edgar Rice Burroughs","2020-05-23T21:36:48-04:00","Science Fiction","","","83422","267","634158","Standard Ebooks"
"The Land That Time Forgot","Edgar Rice Burroughs","2020-12-12T12:56:23-05:00","Science Fiction","","","112250","324","691308","Standard Ebooks"
"The Master Mind of Mars: Being a Tale of Weird and Wonderful Happenings on the Red Planet","Edgar Rice Burroughs","2025-09-15T14:29:19-04:00","Science Fiction","","","55025","164","386772","Standard Ebooks"
"The Moon Maid","Edgar Rice Burroughs","2023-08-16T13:06:29-04:00","Science Fiction","","","126006","374","685483","Standard Ebooks"
"The Mucker","Edgar Rice Burroughs","2023-11-18T18:26:48-05:00","Adventure stories","","","124000","408","683605","Standard Ebooks"
"The Outlaw of Torn","Edgar Rice Burroughs","2025-12-29T14:00:01-05:00","Historical fiction","","","66159","213","638132","Standard Ebooks"
"The Return of Tarzan","Edgar Rice Burroughs","2021-12-17T21:44:42-05:00","Fantasy Fiction, Adventure stories","","","90218","284","716057","Standard Ebooks"
"The Warlord of Mars","Edgar Rice Burroughs","2020-05-21T18:47:27-04:00","Science Fiction","","","58004","187","516268","Standard Ebooks"
"The Son of Tarzan","Edgar Rice Burroughs","2022-05-05T18:30:41-04:00","Fantasy Fiction, Adventure stories","","","95703","286","608224","Standard Ebooks"
"Thuvia, Maid of Mars","Edgar Rice Burroughs","2021-01-20T14:18:41-05:00","Science Fiction","","","46296","161","557211","Standard Ebooks"
"Mr. Incoul’s Misadventure","Edgar Saltus","2024-04-06T13:15:16-04:00","","","","42140","129","401032","Standard Ebooks"
"The Monster","Edgar Saltus","2024-10-14T14:47:58-04:00","","","","44230","165","429385","Standard Ebooks"
"Kate Plus 10","Edgar Wallace","2025-06-16T14:26:44-04:00","Detective and mystery stories","","","51403","191","373193","Standard Ebooks"
"The Truth About Tristrem Varick","Edgar Saltus","2023-04-18T11:22:02-04:00","Fiction","","","43862","131","594709","Standard Ebooks"
"Blue Hand","Edgar Wallace","2023-07-19T15:13:39-04:00","","","","81180","288","668345","Standard Ebooks"
"The Avenger","Edgar Wallace","2023-05-30T13:24:52-04:00","Detective and mystery stories, English","","","64162","234","609947","Standard Ebooks"
"Terror Keep","Edgar Wallace","2023-08-09T15:45:48-04:00","Detective and mystery stories, English","","","54638","195","516085","Standard Ebooks"
"Room 13","Edgar Wallace","2023-05-24T19:22:45-04:00","Detective and mystery stories, English","","","59868","219","703866","Standard Ebooks"
"The Clue of the New Pin","Edgar Wallace","2023-07-02T15:01:01-04:00","Detective and mystery stories","","","71029","250","873236","Standard Ebooks"
"The Clue of the Twisted Candle","Edgar Wallace","2023-06-15T22:09:35-04:00","Detective and mystery stories","","","58637","212","558796","Standard Ebooks"
"The Council of Justice","Edgar Wallace","2024-01-19T14:14:29-05:00","Detective and mystery stories, English","","","45191","174","1075665","Standard Ebooks"
"The Crimson Circle","Edgar Wallace","2025-06-22T21:40:56-04:00","Detective and mystery stories","","","65352","241","552083","Standard Ebooks"
"The Four Just Men","Edgar Wallace","2024-01-05T15:09:16-05:00","Detective and mystery stories, English","","","38242","145","591562","Standard Ebooks"
"The Door with Seven Locks","Edgar Wallace","2023-07-09T20:31:57-04:00","Detective and mystery stories","","","62143","218","817648","Standard Ebooks"
"The Just Men of Cordova","Edgar Wallace","2024-02-24T13:44:59-05:00","Detective and mystery stories, English","","","52235","201","800587","Standard Ebooks"
"The Law of the Four Just Men","Edgar Wallace","2024-03-13T23:39:32-04:00","Detective and mystery stories, English","","","54988","201","610549","Standard Ebooks"
"The Man Who Knew","Edgar Wallace","2023-06-06T17:51:25-04:00","Detective and mystery stories, Suspense fiction","","","53358","197","935395","Standard Ebooks"
"The Melody of Death","Edgar Wallace","2023-07-03T14:53:37-04:00","Detective and mystery stories","","","47029","178","497533","Standard Ebooks"
"The Mind of Mr. J. G. Reeder","Edgar Wallace","2023-08-03T12:05:37-04:00","Detective and mystery stories, English","","","47175","167","447067","Standard Ebooks"
"The Secret House","Edgar Wallace","2023-06-20T14:27:50-04:00","Detective and mystery stories, English","","","59694","211","825484","Standard Ebooks"
"The Square Emerald","Edgar Wallace","2023-06-19T21:14:02-04:00","Detective and mystery stories, Suspense fiction","","","63408","232","514149","Standard Ebooks"
"The Three Just Men","Edgar Wallace","2024-03-23T14:43:59-04:00","Detective and mystery stories, English","","","92897","331","955839","Standard Ebooks"
"Shepherds of the Wild","Edison Marshall","2025-01-13T21:53:19-05:00","","","","70262","207","688660","Standard Ebooks"
"Ethan Frome","Edith Wharton","2019-06-12T20:58:06-04:00","Domestic fiction","","","36521","115","581646","Standard Ebooks"
"Hudson River Bracketed","Edith Wharton","2025-01-01T04:01:00-05:00","","","","169097","503","892861","Standard Ebooks"
"Summer","Edith Wharton","2021-01-02T18:30:19-05:00","Love stories","","","58183","176","643288","Standard Ebooks"
"The House of Mirth","Edith Wharton","2018-07-26T15:00:32-04:00","Psychological fiction","","","130913","397","684805","Standard Ebooks"
"The Faerie Queene","Edmund Spenser","2022-12-22T02:23:36-05:00","","","","280389","1026","1253251","Standard Ebooks"
"Cimarron","Edna Ferber","2026-01-01T11:00:28-05:00","","","","105260","329","678149","Standard Ebooks"
"So Big","Edna Ferber","2022-01-05T00:05:41-05:00","Domestic fiction, Bildungsromans","","","87328","279","630503","Standard Ebooks"
"Looking Backward: 2000–1887","Edward Bellamy","2025-01-22T17:02:19-05:00","Science Fiction, Utopian fiction","","","78557","232","641259","Standard Ebooks"
"The Coming Race","Edward Bulwer-Lytton","2024-04-01T19:01:18-04:00","Science Fiction, Utopian fiction","","","53573","153","459675","Standard Ebooks"
"The Hoosier Schoolmaster: A Story of Backwoods Life in Indiana","Edward Eggleston","2026-03-20T13:44:10-04:00","","","","53889","162","447496","Standard Ebooks"
"The History of the Decline and Fall of the Roman Empire","Edward Gibbon","2022-09-04T15:36:48-04:00","","","","1606953","4865","5260617","Standard Ebooks"
"David Harum: A Story of American Life","Edward Noyes Westcott","2024-03-27T16:46:05-04:00","","","","107201","331","660769","Standard Ebooks"
"Nonsense Books","Edward Lear","2020-06-11T18:07:27-04:00","English","","","34355","148","26471591","Standard Ebooks"
"Barriers Burned Away","Edward Payson Roe","2022-10-23T21:09:10-04:00","Historical fiction","","","142936","456","844214","Standard Ebooks"
"Driven Back to Eden","Edward Payson Roe","2025-10-14T16:28:30-04:00","","","","66401","202","556017","Standard Ebooks"
"Pollyanna","Eleanor H. Porter","2020-09-06T14:35:35-04:00","","","","57339","207","656178","Standard Ebooks"
"Flatland: A Romance of Many Dimensions","Edwin A. Abbott","2018-01-04T18:03:45-05:00","","","","34976","106","723333","Standard Ebooks"
"Scrambles Amongst the Alps in the Years 1860–69","Edward Whymper","2024-11-19T22:10:35-05:00","","","","163431","464","56363921","Standard Ebooks"
"Pollyanna Grows Up","Eleanor H. Porter","2021-02-12T17:22:27-05:00","","","","74925","256","918682","Standard Ebooks"
"The Kalevala","Elias Lönnrot","2022-02-15T13:41:59-05:00","","","","136653","516","794312","Standard Ebooks"
"Sonnets from the Portuguese","Elizabeth Barrett Browning","2017-12-02T14:47:22-05:00","English","","","5825","18","530816","Standard Ebooks"
"Cranford","Elizabeth Gaskell","2016-08-24T15:59:23-04:00","","","","71614","201","614160","Standard Ebooks"
"North and South","Elizabeth Gaskell","2023-08-09T19:40:25-04:00","Didactic fiction, Bildungsromans, England","","","182826","557","834722","Standard Ebooks"
"Elizabeth and Her German Garden","Elizabeth von Arnim","2023-07-31T10:56:53-04:00","Autobiographical fiction","","","48903","141","846535","Standard Ebooks"
"Wired Love: A Romance of Dots and Dashes","Ella Cheever Thayer","2019-12-11T16:53:39-05:00","Love stories","","","51613","182","568853","Standard Ebooks"
"The Enchanted April","Elizabeth von Arnim","2023-07-02T22:45:22-04:00","Love stories, Domestic fiction","","","79393","253","619272","Standard Ebooks"
"The Roman Hat Mystery","Ellery Queen","2025-08-11T14:41:24-04:00","Detective and mystery stories","","","95579","326","1231763","Standard Ebooks"
"Jibby Jones: A Story of Mississippi River Adventure for Boys","Ellis Parker Butler","2026-01-23T16:43:30-05:00","Adventure stories","","","67884","207","637421","Standard Ebooks"
"File No. 113","Émile Gaboriau","2019-07-17T19:19:53-04:00","Detective and mystery stories, Mystery Fiction","","","146224","555","1447803","Standard Ebooks"
"Monsieur Lecoq","Émile Gaboriau","2019-07-23T14:43:00-04:00","Detective and mystery stories","","","250621","930","1372540","Standard Ebooks"
"The Lerouge Case","Émile Gaboriau","2019-07-08T18:22:50-04:00","Detective and mystery stories","","","124504","405","706457","Standard Ebooks"
"The Mystery of Orcival","Émile Gaboriau","2019-07-12T16:20:02-04:00","Fiction, Detective and mystery stories","","","104796","369","640668","Standard Ebooks"
"The Slaves of Paris","Émile Gaboriau","2019-08-07T18:42:16-04:00","Detective and mystery stories","","","204808","696","1172331","Standard Ebooks"
"Germinal","Émile Zola","2021-06-07T20:42:22-04:00","Political fiction","","","178864","561","814517","Standard Ebooks"
"His Masterpiece","Émile Zola","2016-09-28T15:24:48-04:00","","","","145697","448","725765","Standard Ebooks"
"Discourses","Epictetus","2020-04-07T14:49:07-04:00","Ethics, Ancient","","","160231","444","722945","Standard Ebooks"
"Short Works","Epictetus","2022-05-26T12:26:51-04:00","Ethics, Ancient","","","20024","61","419492","Standard Ebooks"
"My Disillusionment in Russia","Emma Goldman","2022-01-04T22:31:26-05:00","American","","","87027","262","1105897","Standard Ebooks"
"Kai Lung’s Golden Hours","Ernest Bramah","2019-07-02T12:20:29-04:00","Fantasy Fiction","","","82861","267","779768","Standard Ebooks"
"Captain Jinks, Hero","Ernest Howard Crosby","2021-11-03T16:49:47-04:00","Didactic fiction, Political fiction","","","68025","217","509324","Standard Ebooks"
"His Family","Ernest Poole","2021-11-14T21:14:00-05:00","","","","97663","316","662087","Standard Ebooks"
"Essays","Errico Malatesta","2024-02-07T12:41:53-05:00","","","","35446","111","440133","Standard Ebooks"
"South!: The Story of Shackleton’s Last Expedition 1914–1917","Ernest Shackleton","2019-01-15T21:44:26-05:00","","","","147424","409","1072978","Standard Ebooks"
"Wild Animals I Have Known","Ernest Thompson Seton","2025-09-07T15:59:53-04:00","","","","52706","153","676203","Standard Ebooks"
"The Riddle of the Sands: A Record of Secret Service","Erskine Childers","2017-07-09T22:58:27-04:00","Sea stories, Adventure stories, Spy stories","","","109842","341","1420308","Standard Ebooks"
"The Gadfly","Ethel Voynich","2017-03-26T00:39:04-04:00","","","","101473","351","749820","Standard Ebooks"
"A Daughter of the Samurai","Etsu Inagaki Sugimoto","2022-03-20T17:28:18-04:00","","","","96095","293","671962","Standard Ebooks"
