authors,title,#grscore,#votes,#pagecount,#wordcount
"Quentin Bates","Cold Comfort","3.67","1423","442","112269"
"Quentin Bates","Frozen Assets","3.65","2664","429","107225"
"Phillip Margolin","Heartstone","3.76","1706","338","102255"
"Phillip Margolin","Gone, but Not Forgotten","4.05","5930","410","100036"
"Phillip Margolin","Executive Privilege","3.86","7575","370","100030"
"Phillip Margolin","The Associate","3.95","4260","302","78180"
"Phillip Margolin","Supreme Justice","3.96","5208","298","81553"
"Phillip Margolin","Sleeping Beauty","3.93","3912","362","94132"
"Phillip Margolin","Capitol Murder","3.87","3562","300","83303"
"Phillip Margolin","The Last Innocent Man","3.91","2399","292","76512"
"Phillip Margolin","Wild Justice","3.91","5362","344","89805"
"Phillip Margolin","Lost Lake","3.72","3287","362","98595"
"Phillip Margolin","Proof Positive","3.87","2783","344","92617"
"Phillip Margolin","Fugitive","3.85","2738","333","89083"
"Phillip Margolin","Ties That Bind","3.95","3045","352","91728"
"Phillip Margolin","The Burning Man","3.93","2770","389","100172"
"Peter May","The Blackhouse","4.09","43051","385","120728"
"Peter May","The Lewis Man","4.22","28919","319","96427"
"Paul Christopher","The Templar Cross","3.81","2301","277","75917"
"Paul Christopher","The Aztec Heresy","3.53","1091","217","59181"
"Paul Christopher","The Templar Legion","3.82","1070","292","79013"
"Paul Christopher","Red Templar","3.85","992","299","81430"
"Paul Christopher","The Sword of the Templars","3.82","6044","200","81409"
"Paul Christopher","The Templar Conspiracy","3.75","1337","287","79452"
"Paul Christopher","Michelangelo's Notebook","3.43","2242","173","73029"
"Paul Christopher","The Lucifer Gospel","3.43","1327","190","79639"
"Paul Christopher","The Templar Throne","3.78","1510","277","77958"
"Paul Christopher","Rembrandt's Ghost","3.6","1016","210","74205"
"Patricia Cornwell","All That Remains","4.07","74419","381","101320"
"Patricia Cornwell","From Potter's Field","4.06","61932","385","95663"
"Patricia Cornwell","The Last Precinct","3.91","40539","528","161914"
"Patricia Cornwell","Unnatural Exposure","4.07","62553","331","88315"
"Patricia Cornwell","Hornet's Nest","3.39","17995","413","121496"
"Patricia Cornwell","Cause of Death","3.95","54087","361","94104"
"Helen-Cooper","Pumpkin Soup","4.04","3323","467","120584"
"Patricia Cornwell","Red Mist","3.83","28287","437","132024"
"Patricia Cornwell","Trace","3.83","38033","426","128147"
"Patricia Cornwell","The Front","3.18","8737","150","40313"
"Patricia Cornwell","Predator: Scarpetta","3.73","34746","403","105317"
"Patricia Cornwell","Port Mortuary","3.65","26232","432","133741"
"Patricia Cornwell","Point of Origin","4.05","66538","394","107219"
"Patricia Cornwell","Portrait of a Killer: Jack the Ripper - Case Closed","3.48","35522","491","136293"
"Patricia Cornwell","Cruel and Unusual","4.13","113353","390","103347"
"Patricia Cornwell","Scarpetta's Winter Table","3.55","2689","55","14331"
"Patricia Cornwell","Southern Cross","3.31","10725","413","103112"
"Patricia Daniels Cornwell & Patricia Cornwell","Postmortem","4.03","251325","358","99096"
"Patricia Cornwell","Scarpetta","3.82","34843","490","141457"
"Patricia Cornwell","Blow Fly","3.81","44790","432","120409"
"Patricia Cornwell","Body of Evidence","4.04","82993","370","98759"
"Patricia Cornwell","Book of the Dead","3.71","34717","440","121344"
"Patricia Cornwell","The Scarpetta Factor","3.75","27774","514","145533"
"Patricia Cornwell","La Isla De Los Perros","3.14","8619","468","139644"
"Pamela Callow","Indefensible","4.27","2094","444","109590"
"P. J. Tracy","Want to Play?","4.12","13847","431","115614"
"P. J. Tracy","Snow Blind","3.95","6521","265","74933"
"P. J. Tracy","Live Bait","4.06","7608","353","97884"
"P. J. Tracy","Play to Kill","3.96","5522","296","79265"
"P. J. Tracy","Dead Run","4.02","6571","318","89479"
"P. J. Alderman","A Killing Tide","3.89","2169","306","82644"
"P. D. James","Unnatural Causes","3.89","17074","277","78772"
"P. D. James","The Black Tower","3.95","19990","358","104575"
"P. D. James","Death of an Expert Witness","3.94","14569","343","104260"
"P. D. James","Devices and Desires","3.96","15064","489","157646"
"P. D. James","Death in Holy Orders","3.92","17445","469","145623"
"P. D. James","A Taste for Death","4.02","16304","625","174605"
"P. D. James","The Murder Room","3.86","15454","448","139057"
"P. D. James","Shroud for a Nightingale","4.03","27117","346","107256"
"P. D. James","A Certain Justice","3.94","11685","451","151040"
"P. D. James","Death Comes to Pemberley","3.3","102941","270","91446"
"P. D. James","The Lighthouse","3.86","18859","392","120977"
"P. D. James","A Mind to Murder","3.8","15165","249","78677"
"P. D. James","Original Sin","3.91","12324","502","160759"
"P. D. James","The Private Patient","3.8","19075","414","134285"
"P. D. James","Cover Her Face","3.91","40903","256","76529"
"Olaf Olafsson","Walking Into the Night","3.63","452","222","64946"
"Olaf Olafsson","The Journey Home","3.6","651","219","66912"
"Mons Kallentoft","Midwinter Sacrifice","3.49","6596","519","118045"
"Michael Palmer","Natural Causes","3.98","5490","489","135160"
"Michael Palmer","The First Patient","3.79","5221","406","109512"
"Michael Palmer","The Second Opinion","3.82","3783","342","94458"
"Michael Palmer","The Society","3.88","2189","459","123670"
"Michael Palmer","Miracle Cure","4.02","3426","411","110596"
"Michael Palmer","The Sisterhood","3.82","2163","353","103339"
"Michael Palmer","The Fifth Vial","3.91","4430","412","113854"
"Michael Palmer","Critical Judgment","3.96","3536","481","135268"
"Michael Palmer","Oath of Office","3.72","3694","376","98169"
"Michael Palmer","Fatal","3.99","5589","507","138096"
"Michael Palmer","Silent Treatment","3.99","6084","493","136681"
"Michael Palmer","Flashback","4.03","2231","531","137838"
"Michael Palmer","Side Effects","3.93","2573","382","106907"
"Michael Palmer","The Last Surgeon","3.86","5221","379","100716"
"Michael Koryta","Tonight I Said Goodbye","3.85","4400","339","95484"
"Michael Palmer","A Heartbeat Away","3.84","4246","441","112345"
"Michael Koryta","The Silent Hour","3.84","2014","356","99634"
"Michael Koryta","The Cypress House","3.79","4792","438","121438"
"Michael Koryta","Envy the Night","3.88","2538","366","106537"
"Michael Koryta","Sorrow's Anthem","3.93","2390","331","94896"
"Michael Koryta","A Welcome Grave","3.99","2196","379","104871"
"Michael Koryta","So Cold the River","3.57","7991","494","138634"
"Michael Koryta","The Ridge","3.83","4558","355","97717"
"Ronald Cohn Jesse Russell","Void Moon","3.25","4","391","108962"
"Michael Connelly","The Closers","4.19","60762","415","109733"
"Michael Connelly","The Fifth Witness","4.23","85390","549","141319"
"Michael Connelly","The Drop","4.2","72125","396","101462"
"Michael Connelly","Chasing the Dime","3.97","40548","431","115302"
"Michael Connelly","Blood Work","4.16","59904","528","141306"
"Michael Connelly","The Harry Bosch Novels, Volume 2: The Last Coyote / Trunk Music / Angels Flight","4.51","4910","1389","372951"
"Michael Connelly","Trunk Music","4.22","74620","490","132232"
"Michael Connelly","A Darkness More Than Night","4.16","65017","444","114973"
"Michael Connelly","The Poet","4.23","106191","562","155875"
"Michael Connelly","The Harry Bosch Novels, Volume 1: The Black Echo / the Black Ice / the Concrete Blonde","4.36","3824","1397","380731"
"Michael Connelly","Nine Dragons","4.06","54818","421","106788"
"Michael Connelly","The Overlook","4.01","54060","232","59171"
"Michael Connelly","Crime Beat: A Decade of Covering Cops and Killers","3.39","5943","261","74263"
"Michael Connelly","The Narrows","4.19","63185","390","107590"
"Michael Connelly","The Lincoln Lawyer","4.22","248738","477","127157"
"Michael Connelly","City of Bones","4.13","61023","421","104533"
"Max Allan Collins & Matthew Clemens","You Can't Stop Me","3.74","983","314","77876"
"Mari Jungstedt","The Killer's Art","3.5","2142","293","85555"
"Matthew Clemens","No One Will Hear You","3.93","414","363","83106"
"Mari Jungstedt","Unspoken","3.6","3976","299","81014"
"Mari Jungstedt","The Inner Circle","3.59","3114","294","85689"
"Mari Jungstedt","The Dead of Summer","3.63","2391","277","74802"
"Mari Jungstedt","Unseen","3.57","6116","279","85390"
"Louise Penny","A Trick of the Light","4.32","85903","469","108732"
"Mari Jungstedt","Dark Angel","3.59","1834","276","80566"
"Louise Penny","Still Life","3.9","272268","366","96746"
"Louise Penny","The Murder Stone","4.21","104338","416","104084"
"Louise Penny","The Cruelest Month","4.16","112604","435","110451"
"Louise Penny","The Brutal Telling","4.23","92342","510","123765"
"Louise Penny","A Fatal Grace","4.1","137635","381","102136"
"Louise Penny","Bury Your Dead","4.36","93638","483","117950"
"Liza Marklund","Studio Sex","3.47","4752","335","108719"
"Liza Marklund","Red Wolf","3.52","3462","473","118015"
"Liza Marklund","The Bomber","3.46","4433","278","117213"
"Lisa Unger","Beautiful Lies","3.71","17894","410","125569"
"Lisa Unger","Sliver of Truth","3.66","6259","343","105028"
"Lisa Unger","Fragile","3.66","16631","377","111671"
"Lisa Unger","Black Out","3.68","7825","392","119176"
"Lisa Gardner","The Neighbour","4.09","49570","451","118161"
"Lisa Unger","Die for You","3.61","6886","373","111527"
"Lisa Gardner","Catch Me","4.21","42531","462","120786"
"Lisa Gardner","Love You More","4.18","55436","431","109986"
"Lisa Gardner","Alone","3.97","71948","390","98573"
"Lisa Gardner","Live to Tell","4.18","45010","436","111605"
"Lisa Gardner","Hide","4.19","48603","405","104866"
"Linda Castillo","Sworn to Silence","4.04","48838","413","107659"
"Linda Castillo","Breaking Silence","4.08","23632","322","86270"
"Lewis Black","I'm Dreaming of a Black Christmas","3.42","1706","131","40626"
"Linda Castillo","Pray for Silence","4.01","29686","389","102798"
"Lene Kaaberbøl & Agnete Friis","The Boy in the Suitcase","3.62","35430","297","85975"
"Lee Child","61 Hours","4.13","97193","438","110894"
"Lee Child","Second Son","3.98","38716","45","12649"
"Lee Child","Worth Dying For","4.22","100408","429","116184"
"Lee Child","The Affair","4.16","106538","437","115333"
"Lee Child","The Best American Mystery Stories 2010","3.53","288","725","147864"
"Lee Child","The Visitor","4.13","118824","530","128351"
"Lawrence Block","The Best American Mystery Stories 2001","3.53","108","603","135830"
"Kelli Stanley & Sean Michael Bailey & Ken Bruen & Ryan Brown & Bill Cameron & Rebecca Cantrell & Stephen Coonts & Jeffery Deaver & Karen Dionne & J. T. Ellison & Theo Gangi & Alex Kava & Rip Gerber & Heather Graham & John Lescroart & John Lutz & Lise S. Baker & C. J. Lyons & Grant McKenzie & Michael Palmer & Daniel Palmer & Marc Paoletti & Deb Carlin & Karin Slaughter & Wendy Corsi Staub & Gregg Hurwitz & Cynthia Robinson","First Thrills: High-Octane Stories From the Hottest Thriller Authors","3.58","4508","396","107563"
"K. O. Dahl & Kjell Ola Dahl","The Fourth Man","3.61","1845","318","80360"
"Kristina Ohlsson","Unwanted","3.79","10522","410","110773"
"Lars Kepler","The Hypnotist","3.75","70530","594","148045"
"K. O. Dahl","Lethal Investments","3.37","557","309","76383"
"Kjell Eriksson","The Demon of Dakar","3.56","1370","458","121740"
"Kjell Eriksson","The Cruel Stars of the Night","3.65","2779","415","109871"
"Kjell Eriksson","The Hand That Trembles","3.54","1511","422","110280"
"Kjell Eriksson","The Princess of Burundi","3.43","4469","375","98092"
"Kirk Russell","Shell Games","3.6","382","350","100241"
"Kate Pepper & Katia Lief","Here She Lies","3.69","752","279","79338"
"Kathy Reichs","Grave Secrets","3.98","36244","405","80183"
"Kathy Reichs","206 Bones","3.94","28367","403","80449"
"Kathy Reichs","الإثنين الأسود","4.04","35847","410","80330"
"Kathy Reichs","Cross Bones","3.87","29922","461","91168"
"Kathy Reichs","Devil Bones","3.91","30436","385","79171"
"Various","Déjà Dead","3.88","153882","530","134927"
"Kathy Reichs","Bones to Ashes","3.95","31819","402","82276"
"Kathy Reichs","Death Du Jour","3.96","49825","470","112158"
"Kathy Reichs","Deadly Decisions","3.94","38492","388","90367"
"Kathy Reichs","Bare Bones","3.97","40651","402","79287"
"Kathy Reichs","Fatal Voyage","4.05","52695","458","99935"
"Kathy Reichs","لغز العظام","3.98","31636","431","92080"
"Karin Slaughter","Fractured","4.16","92026","447","126050"
"Karin Slaughter","Kisscut","4.08","64096","429","115522"
"Karin Slaughter","Fallen","4.23","71729","447","127828"
"Karin Slaughter","Indelible","4.16","56165","441","119122"
"Karin Slaughter","Broken","4.17","76813","462","128779"
"Karin Slaughter","Faithless","4.11","49270","505","133574"
"Karin Slaughter","Skin Privilege","4.21","43748","459","133108"
"Karin Slaughter","A Faint Cold Fear","4.03","58926","487","122015"
"Karin Slaughter","Triptych","4.13","118106","464","129247"
"Karin Slaughter","Undone","4.23","77984","524","147220"
"Karin Slaughter","Snatched","4.12","22238","88","24298"
"Karin Fossum","The Caller","3.71","5048","243","69815"
"Karin Fossum","Broken","3.54","1519","295","89849"
"Karin Fossum","Bad Intentions","3.6","3509","204","55056"
"Karin Alvtegen","Shadow","3.65","1402","335","94908"
"Karin Alvtegen","Missing","3.6","3397","264","65516"
"Karin Alvtegen","Shame","3.55","1704","316","89531"
"Karin Alvtegen","Shame","3.55","1704","314","89529"
"Jussi Adler-Olsen","Mercy","4.0","85162","455","131174"
"Karin Alvtegen","Betrayal","3.61","1770","275","73081"
"Julie Garwood","Murder List","4.07","18143","429","110878"
"Julie Garwood","Killjoy","4.06","17038","461","121327"
"Julie Garwood","Slow Burn","4.08","17450","336","86121"
"Julie Garwood","Shadow Dance","4.06","16223","350","90868"
"Joyce Carol Oates & Otto Penzler","The Best American Mystery Stories 2005","3.61","186","549","128468"
"Jørn Lier Horst","Dregs","3.78","5641","315","86411"
"Joseph Olshan","Cloudland","3.14","539","312","86081"
"Jonathan Kellerman","The Murder Book","3.95","13934","556","139195"
"Jonathan Kellerman","The Conspiracy Club","3.75","7772","356","80162"
"Jonathan Kellerman & Faye Kellerman","Capital Crimes","3.57","3540","385","88658"
"Jonathan Kellerman","Compulsion","3.82","11743","403","85691"
"Jonathan Kellerman","Gone","3.86","13123","467","99914"
"Jonathan Kellerman","The Butcher's Theater","3.81","4613","882","214215"
"Jonathan Kellerman","Time Bomb","3.99","17720","621","155039"
"Jonathan Kellerman","Self-Defense","3.88","9546","554","124958"
"Jonathan Kellerman","Devil's Waltz","3.97","12313","559","131688"
"Jonathan Kellerman","Private Eyes","3.93","11084","623","146592"
"Jonathan Kellerman","Deception","4.02","19730","377","82324"
"Jonathan Kellerman","The Web","3.77","10478","458","99347"
"Jonathan Kellerman","Mystery","3.92","16987","364","79610"
"Jonathan Kellerman","Doctor Death","3.95","13617","454","112446"
"Jonathan Kellerman","Survival of the Fittest","3.97","11529","545","117192"
"Jonathan Kellerman","The Clinic","3.88","12256","488","108301"
"Jonathan Kellerman","A Cold Heart","3.9","10693","477","108060"
"Jonathan Kellerman","Bad Love","3.91","12166","513","121155"
"Jonathan Kellerman","Bones","3.87","12892","422","91343"
"Jonathan Kellerman","Twisted","3.91","9179","461","103146"
"Jonathan Kellerman","Rage","3.86","11518","446","100407"
"Jonathan Kellerman","Victims","4.0","17899","372","85547"
"Jonathan Kellerman","When the Bough Breaks","4.02","67336","439","115262"
"Jonathan Kellerman","Obsesion","3.86","12439","455","101119"
"Jonathan Kellerman","True Detectives","3.73","6853","434","96299"
"Ande Parks","Silent Partner: The Graphic Novel","3.57","294","587","144061"
"Jonathan Kellerman","Billy Straight","3.92","8357","609","141145"
"Jonathan Kellerman","Blood Test","3.86","14942","312","82010"
"Jonathan Kellerman","Therapy","3.84","12079","532","121200"
"Jonathan Kellerman","Monster","3.93","13306","460","114307"
"Jonathan Kellerman","Evidence","3.9","13936","404","91505"
"Jonathan Kellerman","Over the Edge","3.95","13910","562","139921"
